epoch,train_loss,val_masked_acc
1,1.3576162275463717,0.5118663681464752
2,1.2475881047312305,0.5671821262772258
3,1.200274632246805,0.5698119217136258
4,1.1770803528671714,0.5803597293593286
5,1.161491107232802,0.5878020767927166
6,1.1511919058159485,0.5908433090128161
7,1.142364136743094,0.5946531307192554
8,1.133014253087748,0.5972500001446772
9,1.1277266638737247,0.5951041534871204
10,1.123529476203484,0.5976578371889957
