epoch,train_loss,val_masked_acc
1,1.3926976730306648,0.47235744669743385
2,1.1048555000682057,0.7908157686843275
3,0.6896032134849518,0.8310593393290405
4,0.5980573354137807,0.8645025516013288
5,0.5419345088007507,0.8832983125342798
6,0.49354216620413766,0.8873695384677518
7,0.45922239553845995,0.9113334632654383
8,0.4356525014291677,0.9134962708185534
9,0.41623466321352287,0.9203808264794702
10,0.40174306109490404,0.9094384628095654
