epoch,train_loss,val_masked_acc
1,1.4058792511459381,0.449763526710812
2,1.3473599777827032,0.4762362665482832
3,1.3144089946790762,0.4954287892292197
4,1.2810542088260362,0.5361049097341022
5,1.232743682796033,0.568154433692489
6,1.1908064029208834,0.5825893325654236
7,1.1614969756281648,0.5897060158431435
8,1.1419269800308205,0.5915671805961338
9,1.1308930789170315,0.6293190678651817
10,0.883178126897414,0.7804703978457395
