epoch,train_loss,val_masked_acc
1,0.9822579817238567,0.6482066786688836
2,0.8341795518204841,0.7371169125200356
3,0.6242112553208143,0.8805280670979095
4,0.4452628748386999,0.9167761036601777
5,0.3722738668433168,0.9470786233671766
6,0.3234265562874416,0.9585444390044784
7,0.2959207732879752,0.9619071911149975
8,0.27778988668520127,0.9627746440785326
9,0.2659182775644564,0.9622937780146511
10,0.2560393653384767,0.9619277544250139
