epoch,train_loss,val_masked_acc
1,1.5234569452716349,0.367127557544757
2,1.4718000471424135,0.3930226982097187
3,1.4360368699712585,0.4234434942455243
4,1.3808490677443739,0.504026134910486
5,1.2586479107681248,0.6430027173913043
6,1.0202795029876481,0.7332860453964194
7,0.7626746575225793,0.9291979699488491
8,0.5424428208575457,0.9835457960358056
9,0.43081861587552606,0.9863531010230179
10,0.3796443812356509,0.9983615728900256
